autor:texto:::
@godinho_marden:"RT @Flamengo: Bom dia, Nação! 

É hoje! O Mengão enfrenta o São Paulo, fora de casa, às 21h30, no jogo de volta das quartas de final da @Co…":::
@engeflabacon:Pênalti pro Mengão não redimi a postura do time até os 12min do 2'.bora Flamengo só faltam 2.:::
@MouraDiego7:"Vai ficar até tarde secando o mengão?

"" Fiquei piranha ""
"" O Flamengo tomou no cu "" 🤣🤣🤣":::
@gustavomaidana_:pra rapaziada que começou a acompanhar o mengao em 2019, fiquem sabendo que o flamengo e isso ai:::
@drayareturn:"vai var ajudar o Mengão pfv https://t.co/8CDL27qK4I":::
@wllowstyle:"@duasafada cardi 

veiga GUINAPOLITANO NA DURACRIL morumbi #JairJaEra GIZELLY BICALHO NO YT #AForcadoQuerer #AFazanda12 pepê Gucci #FolloForFolloBack Flamengo giulia be warner mengão Zico #SAOxFLA #PS5noBrasil  https://t.co/IL9q25n3Tr":::
@eemanuelle_gms:Flamengo tá que nem o boy que eu gosto, amo amo mas só me decepciona... PÔ MENGÃO, SIMBORA UAI:::
@AllPop_News:"@SerieAdoBrasil Eu sei que depois de 2019 os times do Brasil passaram a ter muito medo do poderoso Flamengo e começaram a comemorar qualquer derrota do Mengão, fica aqui meus rsrsrs pros hates. https://t.co/ULHHfI2Fp9":::
@bl4nque:"NEM DEUS TIRA ESS VITORIA DO FLAMENGO
NEM DEUS
NEM DEUS TODO PODEROSO TIRA ESSA VITORIA DO MENGAO":::
@kauaxis:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@waldemir1974:#Flamengo perdi dinheiro hoje mais apostei em 2x0 pro Mengão,tenho que ter mais vergonha na cara.:::
@hometwndie:se tiver penalti com certeza o flamengo vai fazer gol o thiago volpi nunca pegaria uma cobrança de penalti do poderoso mengao:::
@Loloox8:"RT @sepluiza1: 💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥…":::
@foryounoise:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@eaepj:@jbgoncalves_ @Flamengo kkkkkk cole eu sou mengao doido virei a folha:::
@wllowstyle:"@dapenhaaqui veiga GUINAPOLITANO NA DURACRIL morumbi #JairJaEra GIZELLY BICALHO NO YT #AForcadoQuerer #AFazanda12 pepê Gucci #FolloForFolloBack Flamengo giulia be warner mengão Zico #SAOxFLA #PS5noBrasil  https://t.co/IL9q25n3Tr":::
@wouldyoutakeit:"ficou acordado 😲 até tarde 🥱😴 secando o mengao????? 🤡 FIQUEI PIRANHA E O FLAMENGO TOMOU NO CU 👌👌 SE FODEU!!!! VAI TOMAR NO CUUU FLAMENGOOOOOOOO 💥💥💥💥💥💥💥 https://t.co/R3yB7m04UX":::
@wllowstyle:"@victornvitor só queria a disney+ mesmo 

veiga GUINAPOLITANO NA DURACRIL morumbi #JairJaEra GIZELLY BICALHO NO YT #AForcadoQuerer #AFazanda12 pepê Gucci #FolloForFolloBack Flamengo giulia be warner mengão Zico #SAOxFLA #PS5noBrasil  https://t.co/IL9q25n3Tr":::
@rinaldoinovar:Tem torcedor novo do Flamengo que tá não é azar ao mengão.:::
@Predo2000:"RT @Matheus_Bento22: 💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻…":::
@luizavdsx:gente eu qria q o flamengo empatasse e fosse pros pênaltis aff só dou azar pra esse meu mengao:::
@wllowstyle:"@favsgellers assiste vis a vis 

veiga GUINAPOLITANO NA DURACRIL morumbi #JairJaEra GIZELLY BICALHO NO YT #AForcadoQuerer #AFazanda12 pepê Gucci #FolloForFolloBack Flamengo giulia be warner mengão Zico #SAOxFLA #PS5noBrasil  https://t.co/IL9q25n3Tr":::
@gabsrdx:ficou até tarde secando o mengao?? fiquei piranha o flamengo tomou no cu:::
@lefauchelevent:"FICOU DE MADRUGADA SECANDO O MENGÃO?

fiquei piranha, o flamengo tomou no cu, se fudeu":::
@RenanYukian02:"RT @sepluiza1: 💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥…":::
@thais_britol1:"-Ficou acordado até tarde secando com mengão? 

-Fiquei piranha, o Flamengo tomou no cu. 

Autor: desconhecido":::
@capcaldeirao:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@leitisx:"🙇 ficou acordado 👀 até tarde⏰ secando o mengão????

🗣 FIQUEI PIRANHA 🗣
O FLAMENGO TOMOU NO CU 👌🏼🖕🏼🖕🏼🖕🏼🖕🏼SE FUDEU!!!!

🎉🎉🎊🎊💥💥

💥💥💥VAI💥💥💥
💥💥TOMAR💥💥
💥💥💥NO💥💥💥
💥💥💥CU💥💥💥

VAI TOMAR NO CU MENGO
🗣🗣🗣🗣
🎼VAI TOMAR NO CUUUUUUU🎼":::
@0gthais:"RT @sepluiza1: 💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥…":::
@paulinhashow11:"RT @Flamengo: Nosso Time é a Gente Em Campo! O Mengão está escalado para enfrentar o São Paulo, no Morumbi, no jogo de volta das quartas de…":::
@LauannySantos20:"RT @sepluiza1: 💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥…":::
@RafaelTi01:@sfpepior Ninguém nunca tem mérito contra o flamengo, é sempre derrota do mengao nunca vitória do adversario kkkkk:::
@RflFrg:Sem meu Jorge Jesus eu não consigo né Mengão? @Flamengo:::
@zarahchevette:"RT @Raidantas43: Se o @Flamengo ganhar amanhã vai ter foto de calcinha do Mengão, quero nem saber se o maridão vai brigar 💪🏻💪🏻💪🏻💪🏻":::
@wllowstyle:"@MikeAdamOnAir #PRISONER PRISONER TOMORROW 

veiga GUINAPOLITANO NA DURACRIL morumbi #JairJaEra GIZELLY BICALHO NO YT #AForcadoQuerer #AFazanda12 pepê Gucci #FolloForFolloBack Flamengo giulia be warner mengão Zico #SAOxFLA #PS5noBrasil  https://t.co/IL9q25n3Tr":::
@Aninha78118300:@Flamengo Vamos Mengão ♥️:::
@DanielleMake:@Flamengo Triste demais...! Mais tô contigo mengão sempre!:::
@rlkdu2t:Por isso que eu não assiti mais esse flamengo só perca de tempo mais nós é mengão até o final💪🏽🔴⚫😡:::
@novincp33:"porra mengão https://t.co/dxsfpeolgc":::
@laufeysonhawk:"E O MENGAO HEINKKKKKKKKKKKKK https://t.co/yFJKHFk6Ya":::
@patyyxntj:"RT @sepluiza1: 💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥…":::
@_MacielCarol__:"RT @SOUL_luis_: Relaxo Flamengo relaxo, vida que segue, te amo meu Mengão":::
@jesielfernando:"Eaii Nação Ceni Ex- São Paulo seria uma boa pro Mengão? 
Kkkkkkkkkkkkkkk Flamengo kkkkkkkkkkkkkkk https://t.co/fQO9FBqaMr":::
@sepluiza1:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@kauaroberttv:Tu é doido é! Dps que o jesus foi embora do Flamengo, a tendência com esses treinadores que estão chegando 😠😤 foi só piora o #mengão #voltajesus:::
@papodebola:"@odineiedson @eduardobarao 8 jogos, São Paulo vai chegando aos 8 jogos de invencibilidade diante do Flamengo, dos quais por enquanto 5 vitoriosos. De 1998 para cá, vai chegando o Tricolor à 11ª vitória, contra 4 do Mengão e 5 empates. Só o ""Sobrenatural de Almeida"" para salvar os cariocas.":::
@gabalada:"RT @bbarcelosx: 🙇 ficou acordado 👀 até tarde⏰ secando o mengão????

🗣 FIQUEI PIRANHA 🗣
O FLAMENGO TOMOU NO CU 👌🏼🖕🏼🖕🏼🖕🏼🖕🏼SE FUDEU!!!!

🎉🎉🎊🎊💥…":::
@Adriano96849643:"Que isso Flamengo que sacanas 
😕😫 Mas independente sou mengão até o final 🖤♥️🖤♥️🖤":::
@WuDuffuck:"RT @ffc_anna: Ficou acordado até tarde secando o mengao? 

FIQUEI PIRANHA 
O FLAMENGO SE FUDEU 
TOMOU NO CU

VAI TOMAR NO CUUUU FLAMENGOOOO…":::
@leticiasbfr:"🙇 ficou acordado 👀 até tarde⏰ secando o mengão????

🗣 FIQUEI PIRANHA 🗣
O FLAMENGO TOMOU NO CU 👌🏼🖕🏼🖕🏼🖕🏼🖕🏼SE FUDEU!!!!

🎉🎉🎊🎊💥💥

💥💥💥VAI💥💥💥
💥💥TOMAR💥💥
💥💥💥NO💥💥💥
💥💥💥CU💥💥💥

VAI TOMAR NO CU MENGO
🗣🗣🗣🗣
🎼VAI TOMAR NO CUUUUUUU🎼":::
@gabyxntj:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@ffc_anna:"Ficou acordado até tarde secando o mengao? 

FIQUEI PIRANHA 
O FLAMENGO SE FUDEU 
TOMOU NO CU

VAI TOMAR NO CUUUU FLAMENGOOOOO 🚀🎇📢":::
@wllowstyle:"@greysanatombei ele ia ser dono 

veiga GUINAPOLITANO NA DURACRIL morumbi #JairJaEra GIZELLY BICALHO NO YT #AForcadoQuerer #AFazanda12 pepê Gucci #FolloForFolloBack Flamengo giulia be warner mengão Zico #SAOxFLA #PS5noBrasil  https://t.co/IL9q25n3Tr":::
@SOUL_luis_:Relaxo Flamengo relaxo, vida que segue, te amo meu Mengão:::
@nathvitoria__:"FICOU ATÉ TARDE SECANDO O MENGÃO? https://t.co/ndMxMqOb4j":::
@MarcinMarianoM:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@Matheus_Bento22:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@Matheus_Bento22:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO* https://t.co/GErtG5KU8A":::
@DanielLCard24:Vou continuar torcendo pro mengao mas vai ser dormindo pq compensa ver esse time jogando não 😂😂😂 amanhã os vascaínos comemora o novo títulos deles ( eliminação do Flamengo ):::
@jeanzin551:flamengo jogando sem raça nenhuma vtmc, q sdds q eu tenho do meu mengao de 2019:::
@_yurimartins:"Ficou até tarde secando o mengao? https://t.co/05xW20ixlW":::
@Rorio66:Caboo Mengão #Flamengo:::
@swuza_:"😭😭😭😭😭 cade meu mengao 😭😭😭😭😭😭 https://t.co/PRsNmkGKQB":::
@ZeAntonioCampos:"Aí .... #Flamengo 
Será que o Rogério não vai emplacar no mengão.":::
@parma_crvg:ficou até tarde secando o mengao??????? FIQUEI PIRANHA O FLAMENGO TOMOU NO CU SE FUDEU:::
@ttmartiny:"e o Mengão? https://t.co/spfcRvJ8T7":::
@eaiinathi:O ano do flamengo ta igual o meu, uma bosta kkkkkk n é  atoa q o flamengo é  meu time kkkkkkkkkkkkkk tamo junto Mengão, ate na derrota  amo vc:::
@cicero2112:Hoje o mengão vai levar goleada..😡😡😡 @Flamengo , @juliosouzacrf , @mengoresenha:::
@joaovdb20:@Oledobrasil Flamengo é tão antipático que conseguiu me fazer torcer pro SP, vai tomar no cu Mengão 🖕🖕🖕:::
@caua_tpereira:"ficou até tarde secando o Mengão?????????

FIQUEI PIRANHA

O FLAMENGO TOMOU NO CU

SE FUDEU

VAI TOMAR NO CU FLAMENGO":::
@atilabcarneiro:"FICOU ATE TARDE ACORDADO SECANDO O MENGAO?
FIQUEI PIRANHA  FLAMENGO SE FUDEU VAI TOMAR NO CU":::
@ygorffc_:"RT @PiaDe_Predio: ficou acordado até tarde secando o mengao❓❓❓⁉️⁉️ fiquei piranha 🐟🐟 o flamengo tomo no cu si fudeu 🤣🤣vai toma no cuuuu fla…":::
@wllowstyle:"@iHeartRadio @ShawnMendes veiga GUINAPOLITANO NA DURACRIL morumbi #JairJaEra GIZELLY BICALHO NO YT #AForcadoQuerer #AFazanda12 pepê Gucci #FolloForFolloBack Flamengo giulia be warner mengão Zico #SAOxFLA #PS5noBrasil  https://t.co/IL9q25n3Tr":::
@marymendess_:"""ficou até tarde secando o mengao""
FIQUEI FILHA DA PUTA O FLAMENGO TOMOU NO CU":::
@waldemir1974:#Flamengo o Mengão virou putinha mesmo,vergonhoso.:::
@DiegoSSantanaTK:"@Flamengo 💁🏼‍♀ Ficou acordado até tarde torcendo para o ⚫🔴 Mengão ⚫🔴?

🗣 *FIQUEI PIRANHA!* 
O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

VAI TOMA NO CU FLAMENGO🐸🐸

👨🏻‍🌾  Vaaaaai tomaaaa no cuuuuuuuuu 🎶":::
@ChagasBBQ:"RT @PiaDe_Predio: ficou acordado até tarde secando o mengao❓❓❓⁉️⁉️ fiquei piranha 🐟🐟 o flamengo tomo no cu si fudeu 🤣🤣vai toma no cuuuu fla…":::
@crvglaryy:"@jrsantanna2 🗣 *FIQUEI PIRANHA!* 

O MENGÃO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@mombareal:RT @gigantihh nenhum time quer jogar bola contra o Flamengo, todos sao retranca exceto meu mengão:::
@LUIZROBERTOMOU1:"Nosso Time é a Gente Em Campo! O Mengão está escalado para enfrentar o São Paulo, no Morumbi, no jogo de volta das quartas de final da Copa do Brasil. Pra cima! #SAOxFLA #VamosVirarMengo https://t.co/iuP3Izkprw https://t.co/PfATEJ7YbE":::
@evamosd:"vamo virar mengão eu acredito https://t.co/I1xvtPJWUK":::
@Anndrelves:@juliaodogoias E o caso de Ebola no Flamengo continua. Todo jogo é bola na rede do Mengão:::
@rodrigo_schndr:"Ficou até tarde secando o MENGÃO?

🗣 *FIQUEI PIRANHA!* 
O FLAMENGO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥
TOMA NO CuuuUUUuuu
💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGOOOO* 👃🏻👃🏻👃🏻":::
@isa_costa_cog23:claro q os antes acham q n era impedimento, n tem mais nd pra fazer além de desejar q o flamengo perca kkkkkkk vcs vivem pelo mengao seja no amor ou no ódio:::
@Jefaodamassa:"RT @marcobirigui: Meu mengao segue sendo prejudicado. Não bastasse o presidente da cbf, ate o técnico do flamengo é saopaulino":::
@leunamEoaoJ:"RT @PiaDe_Predio: ficou acordado até tarde secando o mengao❓❓❓⁉️⁉️ fiquei piranha 🐟🐟 o flamengo tomo no cu si fudeu 🤣🤣vai toma no cuuuu fla…":::
@Denilson_mengao:Flamengo adora tomar gol no início né:::
@PiaDe_Predio:ficou acordado até tarde secando o mengao❓❓❓⁉️⁉️ fiquei piranha 🐟🐟 o flamengo tomo no cu si fudeu 🤣🤣vai toma no cuuuu flamengooo:::
@Sinceraotc:Quem viu o Flamengo de 2019 viu, quem não viu, não vê mais. O Mengão está de volta 🔥:::
@andrx_cf:"💁🏼‍♀ Ficou até tarde secando o Mengão????

🗣 *FIQUEI PIRANHA!* 

O MENGÃO TOMOU NO CU!!! 
SE FUDEU!!!
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻

🎉🎉🎊🎊💥💥

💥💥VAI     💥💥
💥💥TOMA💥💥
💥💥NO CU💥💥

💥💥🎊🎊🎉🎉

*VAI TOMA NO CU FLAMENGO*":::
@YuriMol_:"cadê meu mengão????? https://t.co/kNG2nsa3SN":::
@imstilldirrty:"E O NOSSO MENGÃO https://t.co/3Bt85CHy4o":::
@i_agoxx:agora o São Paulo vai querer comer o cu do Flamengo, lindu jogo mengão:::
@uesleicap:@Flamengo Ficou até tarde secando o mengão?:::
@marcobirigui:Meu mengao segue sendo prejudicado. Não bastasse o presidente da cbf, ate o técnico do flamengo é saopaulino:::
@joaokennedy87:@NethaPhayva Vamos mengão, um Corinthians torcendo por flamengo, kkkkk em que mundo chegamos, foda-se  quero ver pagar a promessa:::
@qualfoiserpa:"RT @Oledobrasil: VOCÊ SABIA?

Se Jorge Jesus ainda fosse técnico do Flamengo, o Mengão estaria vencendo o São Paulo por 6 a 0.":::
@jaoalbqq:UAAII cadê o mengão? Luz caiu aqui quanto tá o jogo do Flamengo? KAKAKAKAKKA:::
@dgnicollas:"Agora ficou dificil para nós, mengão.

Mas ainda acredito!!

VAMOS PRA VIRADA!! 

VAMO FLAMENGO!!!":::
@dito_brigadero:@flamengo_imita Mengão cria os anti com inveja cópia:::
@VictorH80160812:"RT @Raidantas43: Se o @Flamengo ganhar amanhã vai ter foto de calcinha do Mengão, quero nem saber se o maridão vai brigar 💪🏻💪🏻💪🏻💪🏻":::
@Momo_Mar_Mel:R. Ceni já entra com E. Ribeiro e tira o Michael ou Vitinho pra gente ganhar logo esse jogo... Mais vou falar a verdade @Flamengo que saudade bateu do Gabigol e Pedro.⚽️❤️🖤 2x0 MENGÃO!!!:::
@laurknbts:@Flamengo VAMO VIRAR MENGÃO:::
@MateusMMFla:"@Flamengo Deus abençoe o ER7 e o Mengão!
#VamosVirarMengo":::
@mengao_emfoco:"O craque #EvertonRibeiro está em campo. #VamosFlamengo.

#Flamengo
#Mengo
@evertonri":::
@FalandodoCRFla1:"Segundo tempo!!
Vamos que dá Flamengo, lutem até o fim!!
Vai pra cima deles Mengão!!
🔴⚫🔴⚫":::
@kjcrf:"@Flamengo Que não aconteça nada com nosso miteiro, amém!!

Vamos virar Mengão!!!!":::
@FilipeCandiiido:"RT @Oledobrasil: VOCÊ SABIA?

Se Jorge Jesus ainda fosse técnico do Flamengo, o Mengão estaria vencendo o São Paulo por 6 a 0.":::
@abranjo_andre:"RT @Flamengo: Bom dia, Nação! 

É hoje! O Mengão enfrenta o São Paulo, fora de casa, às 21h30, no jogo de volta das quartas de final da @Co…":::
@AllanPires21:"RT @Flamengo: Estamos no mês da Consciência Negra, mas o antirracismo é um exercício de todo dia! ✊🏽✊🏾✊🏿

E um dos caminhos para combater o…":::
@DJM_Drizzy:"@tmaia29 @Flamengo Melhoras pra ti thiago tu joga MT viu fica no MENGÃO poha kk❤🖤
https://t.co/HZHhgPm1n2":::
@__Marcelle_:"RT @Tata_RN1895: Vamos que vamos contra tdo e contra tdos com mta garra, determinação, gelo no sangue e mta raça PRA CIMA DELES MENGÃO 💪🏽👊🏽…":::
@prr_naninha:Pqd apostou uma caixa de latão cmg se o Flamengo ganha ou n , bora mengão preciso ganhar essa cerva:::
@FLA81192:"RT @Flamengo: Nosso Time é a Gente Em Campo! O Mengão está escalado para enfrentar o São Paulo, no Morumbi, no jogo de volta das quartas de…":::
@02Dantaz:"Flamengo do asfalto e do morro
De Deus e do povo e do meu coração, por favor vamos ganhar, meu mengão!!!!":::
@Andradezil:"@Flamengo Bora Mengao!
P cima deles!":::
@AllanPires21:"RT @Flamengo: O Mengão já está no Morumbi para o jogão de hoje! VAMOS, FLAMENGO! #SAOxFLA #VamosVirarMengo https://t.co/YoxrGVTb5Y":::
@RenatoFlaRock:"RT @Tata_RN1895: Vamos que vamos contra tdo e contra tdos com mta garra, determinação, gelo no sangue e mta raça PRA CIMA DELES MENGÃO 💪🏽👊🏽…":::
@mengao_emfoco:#Michael no #Flamengo só ciscando. Efetividade, nada. Um lance dentro da área podendo clarear ele consegue perder a bola. Queria saber porque não testam o #PedroRocha. Alô @rogerioceni !!! Já falei que #Thuler tá bem? Torcer para continuar assim. #VamosFlamengo:::
@matheusttk__:"RT @Tata_RN1895: Vamos que vamos contra tdo e contra tdos com mta garra, determinação, gelo no sangue e mta raça PRA CIMA DELES MENGÃO 💪🏽👊🏽…":::
@Eduardo83090174:"RT @Flamengo: Nosso Time é a Gente Em Campo! O Mengão está escalado para enfrentar o São Paulo, no Morumbi, no jogo de volta das quartas de…":::
